transcript,domain,target name,E-value
TRINITY_DN157469_c3_g2_i4.p2,DNA polymerases epsilon N terminal,Dpoe2NT,2.1
TRINITY_DN149271_c2_g2_i1.p1,Cytochrome b5-like Heme/Steroid binding domain,Cyt-b5,1.80E-09
TRINITY_DN153208_c0_g1_i1.p1,Cartilage oligomeric matrix protein,COMP,0.0017
TRINITY_DN153208_c0_g1_i1.p1,Cartilage oligomeric matrix protein,COMP,0.0017
TRINITY_DN153208_c0_g1_i1.p1,Golgi transport complex subunit 5,COG5,0.085
TRINITY_DN153208_c0_g1_i1.p1,Golgi transport complex subunit 5,COG5,0.085
TRINITY_DN153208_c0_g1_i1.p1,Uncharacterized conserved protein (DUF2294),DUF2294,0.091
TRINITY_DN153208_c0_g1_i1.p1,Stage III sporulation protein AB (spore_III_AB),Spore_III_AB,0.2
TRINITY_DN153208_c0_g1_i1.p1,Stage III sporulation protein AB (spore_III_AB),Spore_III_AB,0.2
TRINITY_DN153208_c0_g1_i1.p1,Stage III sporulation protein AB (spore_III_AB),Spore_III_AB,0.2
TRINITY_DN153208_c0_g1_i1.p1,Stage III sporulation protein AB (spore_III_AB),Spore_III_AB,0.2
TRINITY_DN153208_c0_g1_i1.p1,Gluconate 2-dehydrogenase subunit 3,Gluconate_2-dh3,0.26
TRINITY_DN153208_c0_g1_i1.p1,Gluconate 2-dehydrogenase subunit 3,Gluconate_2-dh3,0.26
TRINITY_DN153208_c0_g1_i1.p1,Gluconate 2-dehydrogenase subunit 3,Gluconate_2-dh3,0.26
TRINITY_DN153208_c0_g1_i1.p1,YtxH-like protein,YtxH,0.34
TRINITY_DN153208_c0_g1_i1.p1,YtxH-like protein,YtxH,0.34
TRINITY_DN153208_c0_g1_i1.p1,YtxH-like protein,YtxH,0.34
TRINITY_DN153208_c0_g1_i1.p1,Nucleolar protein 12 (25kDa),Nop25,0.66
TRINITY_DN153208_c0_g1_i1.p1,Nucleolar protein 12 (25kDa),Nop25,0.66
TRINITY_DN153208_c0_g1_i1.p3,Calcium-activated BK potassium channel alpha subunit,BK_channel_a,0.063
TRINITY_DN153208_c0_g1_i1.p3,Calcium-activated BK potassium channel alpha subunit,BK_channel_a,0.063
TRINITY_DN156259_c1_g3_i1.p1,Reeler domain,Reeler,2.80E-16
TRINITY_DN156259_c1_g3_i1.p1,Reeler domain,Reeler,2.80E-16
TRINITY_DN167446_c1_g1_i1.p1,HYR domain,HYR,1.60E-36
TRINITY_DN167446_c1_g1_i1.p1,HYR domain,HYR,1.60E-36
TRINITY_DN167446_c1_g1_i1.p1,HYR domain,HYR,1.60E-36
TRINITY_DN167446_c1_g1_i1.p1,Putative ephrin-receptor like,Ephrin_rec_like,8.90E-28
TRINITY_DN167446_c1_g1_i1.p1,Putative ephrin-receptor like,Ephrin_rec_like,8.90E-28
TRINITY_DN167446_c1_g1_i1.p1,Putative ephrin-receptor like,Ephrin_rec_like,8.90E-28
TRINITY_DN167446_c1_g1_i1.p1,Putative ephrin-receptor like,Ephrin_rec_like,8.90E-28
TRINITY_DN167446_c1_g1_i1.p1,Putative ephrin-receptor like,Ephrin_rec_like,8.90E-28
TRINITY_DN167446_c1_g1_i1.p1,Sushi repeat (SCR repeat),Sushi,5.60E-23
TRINITY_DN167446_c1_g1_i1.p1,Sushi repeat (SCR repeat),Sushi,5.60E-23
TRINITY_DN167446_c1_g1_i1.p1,Sushi repeat (SCR repeat),Sushi,5.60E-23
TRINITY_DN167446_c1_g1_i1.p1,Sushi repeat (SCR repeat),Sushi,5.60E-23
TRINITY_DN167446_c1_g1_i1.p1,Sushi repeat (SCR repeat),Sushi,5.60E-23
TRINITY_DN167446_c1_g1_i1.p1,Sushi repeat (SCR repeat),Sushi,5.60E-23
TRINITY_DN167446_c1_g1_i1.p1,Sushi repeat (SCR repeat),Sushi,5.60E-23
TRINITY_DN167446_c1_g1_i1.p1,Sushi repeat (SCR repeat),Sushi,5.60E-23
TRINITY_DN167446_c1_g1_i1.p1,Sushi repeat (SCR repeat),Sushi,5.60E-23
TRINITY_DN167446_c1_g1_i1.p1,Thrombospondin type 1 domain,TSP_1,3.90E-21
TRINITY_DN167446_c1_g1_i1.p1,Thrombospondin type 1 domain,TSP_1,3.90E-21
TRINITY_DN167446_c1_g1_i1.p1,Thrombospondin type 1 domain,TSP_1,3.90E-21
TRINITY_DN167446_c1_g1_i1.p1,Thrombospondin type 1 domain,TSP_1,3.90E-21
TRINITY_DN167446_c1_g1_i1.p1,Thrombospondin type 1 domain,TSP_1,3.90E-21
TRINITY_DN167446_c1_g1_i1.p1,Thrombospondin type 1 domain,TSP_1,3.90E-21
TRINITY_DN167446_c1_g1_i1.p1,Thrombospondin type 1 domain,TSP_1,3.90E-21
TRINITY_DN167446_c1_g1_i1.p1,Thrombospondin type 1 domain,TSP_1,3.90E-21
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF,4.10E-05
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF,4.10E-05
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF,4.10E-05
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF,4.10E-05
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF,4.10E-05
TRINITY_DN167446_c1_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,0.0021
TRINITY_DN167446_c1_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,0.0021
TRINITY_DN167446_c1_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,0.0021
TRINITY_DN167446_c1_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,0.0021
TRINITY_DN167446_c1_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,0.0021
TRINITY_DN167446_c1_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,0.0021
TRINITY_DN167446_c1_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,0.0021
TRINITY_DN167446_c1_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,0.0021
TRINITY_DN167446_c1_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,0.0021
TRINITY_DN167446_c1_g1_i1.p1,Calcium-binding EGF domain,EGF_CA,0.0021
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF_2,0.0052
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF_2,0.0052
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF_2,0.0052
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF_2,0.0052
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF_2,0.0052
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF_2,0.0052
TRINITY_DN167446_c1_g1_i1.p1,EGF-like domain,EGF_2,0.0052
TRINITY_DN167446_c1_g1_i1.p1,TMEM154 protein family,TMEM154,0.08
TRINITY_DN167446_c1_g1_i1.p1,PKD domain,PKD,0.16
TRINITY_DN167446_c1_g1_i1.p1,PKD domain,PKD,0.16
TRINITY_DN167446_c1_g1_i1.p1,Ephrin type-A receptor 2 transmembrane domain,EphA2_TM,0.19
TRINITY_DN167462_c1_g2_i1.p1,"MAM domain, meprin/A5/mu",MAM,9.60E-81
TRINITY_DN167462_c1_g2_i1.p1,"MAM domain, meprin/A5/mu",MAM,9.60E-81
TRINITY_DN167462_c1_g2_i1.p1,"MAM domain, meprin/A5/mu",MAM,9.60E-81
TRINITY_DN167462_c1_g2_i1.p1,"MAM domain, meprin/A5/mu",MAM,9.60E-81
TRINITY_DN167462_c1_g2_i1.p1,"MAM domain, meprin/A5/mu",MAM,9.60E-81
TRINITY_DN167462_c1_g2_i1.p1,CUB domain,CUB,1.10E-19
TRINITY_DN167462_c1_g2_i1.p1,F5/8 type C domain,F5_F8_type_C,1.10E-06
TRINITY_DN167462_c1_g2_i1.p1,F5/8 type C domain,F5_F8_type_C,1.10E-06
TRINITY_DN167462_c1_g2_i1.p1,Protein of unknown function (DUF459),DUF459,0.0018
TRINITY_DN167462_c1_g2_i1.p1,Protein of unknown function (DUF459),DUF459,0.0018
TRINITY_DN167462_c1_g2_i1.p1,CUB-like domain,CUB_2,0.0073
TRINITY_DN167462_c1_g3_i1.p1,Predicted membrane protein (DUF2070),DUF2070,0.24
TRINITY_DN167462_c1_g3_i1.p1,EGF-like domain,EGF_2,5.2
TRINITY_DN167462_c1_g3_i1.p1,EGF-like domain,EGF_2,5.2
TRINITY_DN149172_c0_g1_i1.p1,Antistasin family,Antistasin,1.90E-22
TRINITY_DN149172_c0_g1_i1.p1,Antistasin family,Antistasin,1.90E-22
TRINITY_DN149172_c0_g1_i1.p1,Antistasin family,Antistasin,1.90E-22
TRINITY_DN149172_c0_g1_i1.p1,Antistasin family,Antistasin,1.90E-22
TRINITY_DN149172_c0_g1_i1.p1,Antistasin family,Antistasin,1.90E-22
TRINITY_DN149172_c0_g1_i1.p1,Antistasin family,Antistasin,1.90E-22
TRINITY_DN162747_c0_g1_i1.p2,Special lobe-specific silk protein SSP160,SSP160,0.26
TRINITY_DN162747_c0_g1_i1.p2,Mucin-like glycoprotein,Mucin,3.3
TRINITY_DN162747_c0_g1_i1.p3,Anti-sigma-K factor rskA,RskA,0.0073
TRINITY_DN162747_c0_g1_i1.p3,Mitochondrial fission regulator,Mito_fiss_reg,4.3
TRINITY_DN142923_c0_g1_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,7.20E-15
TRINITY_DN142923_c0_g1_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,7.20E-15
TRINITY_DN142905_c0_g4_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,6.40E-07
TRINITY_DN142905_c0_g4_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,6.40E-07
TRINITY_DN142905_c0_g4_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,6.40E-07
TRINITY_DN142905_c0_g4_i1.p1,Chitin binding Peritrophin-A domain,CBM_14,6.40E-07
TRINITY_DN158876_c0_g3_i1.p1,Polysaccharide deacetylase,Polysacc_deac_1,1.30E-05
TRINITY_DN158876_c0_g3_i1.p1,Polysaccharide deacetylase,Polysacc_deac_1,1.30E-05
TRINITY_DN166114_c1_g2_i1.p2,Glycine rich protein family,GRP,1.6
TRINITY_DN166114_c1_g2_i1.p2,Glycine rich protein family,GRP,1.6
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,EB module,EB,0
TRINITY_DN167621_c0_g1_i1.p1,TMEM154 protein family,TMEM154,0.014
TRINITY_DN167621_c0_g1_i1.p1,Uncharacterised protein family UPF0560,UPF0560,0.11
TRINITY_DN167621_c0_g1_i1.p9,Domain of unknown function (DUF3470),DUF3470,0.12
TRINITY_DN167621_c0_g1_i1.p10,Bunyavirus non-structural protein NS-s,Bunya_NS-S,0.085
TRINITY_DN167621_c0_g1_i1.p10,tRNA-splicing endonuclease subunit sen54 N-term,tRNA_int_end_N2,0.12
TRINITY_DN167621_c0_g1_i1.p14,Nucleopolyhedrovirus p26 protein,Baculo_p26,0.038
TRINITY_DN167621_c0_g1_i1.p16,AAA domain,AAA_27,0.064
TRINITY_DN167621_c0_g1_i1.p18,Protein of unknown function (DUF561),DUF561,0.1
TRINITY_DN167621_c0_g1_i1.p25,Laminin G domain,Laminin_G_2,0.15
TRINITY_DN161784_c0_g1_i1.p2,Lysosome-associated membrane glycoprotein (Lamp),Lamp,0.99
TRINITY_DN142301_c1_g1_i2.p1,Centrosome microtubule-binding domain of Cep57,Cep57_MT_bd,0.0018
TRINITY_DN142301_c1_g1_i2.p1,Spc7 kinetochore protein,Spc7,0.047
TRINITY_DN142301_c1_g1_i2.p1,TPR/MLP1/MLP2-like protein,TPR_MLP1_2,0.053
TRINITY_DN142301_c1_g1_i2.p1,Vacuolar sorting 38 and autophagy-related subunit 14,Atg14,0.26
TRINITY_DN160567_c1_g1_i1.p1,Endoribonuclease L-PSP,Ribonuc_L-PSP,1.70E-40
TRINITY_DN160567_c1_g1_i1.p1,Coronavirus 6B/7B protein,Corona_6B_7B,0.1
TRINITY_DN152553_c3_g1_i2.p1,TNFR/NGFR cysteine-rich region,TNFR_c6,1.30E-12
TRINITY_DN152553_c3_g1_i2.p1,TNFR/NGFR cysteine-rich region,TNFR_c6,1.30E-12
TRINITY_DN152553_c3_g1_i2.p1,Putative ephrin-receptor like,Ephrin_rec_like,0.0022
TRINITY_DN152553_c3_g1_i2.p1,Putative ephrin-receptor like,Ephrin_rec_like,0.0022
TRINITY_DN163062_c8_g1_i3.p1,Preprotein translocase subunit,YajC,0.00046
TRINITY_DN163062_c8_g1_i3.p1,Orf78 (ac78),Orf78,0.00054
TRINITY_DN163062_c8_g1_i3.p1,Orf78 (ac78),Orf78,0.00054
TRINITY_DN163062_c8_g1_i3.p1,"Chitin synthesis regulation, resistance to Congo red",RCR,0.0026
TRINITY_DN163062_c8_g1_i3.p1,"Chitin synthesis regulation, resistance to Congo red",RCR,0.0026
TRINITY_DN163062_c8_g1_i3.p1,Ephrin type-A receptor 2 transmembrane domain,EphA2_TM,0.0039
TRINITY_DN163062_c8_g1_i3.p1,Ephrin type-A receptor 2 transmembrane domain,EphA2_TM,0.0039
TRINITY_DN163062_c8_g1_i3.p1,Endothelial cell-specific chemotaxis regulator,ECSCR,0.0066
TRINITY_DN163062_c8_g1_i3.p1,Endothelial cell-specific chemotaxis regulator,ECSCR,0.0066
TRINITY_DN163062_c8_g1_i3.p1,Family of unknown function (DUF5385),DUF5385,0.021
TRINITY_DN163062_c8_g1_i3.p1,DAP10 membrane protein,DAP10,0.081
TRINITY_DN163062_c8_g1_i3.p1,Protocadherin,Protocadherin,0.12
TRINITY_DN163062_c8_g1_i3.p1,Cytochrome oxidase c assembly,COX14,0.16
TRINITY_DN163062_c8_g1_i3.p1,Rifin,RIFIN,0.67
TRINITY_DN163062_c8_g1_i3.p1,Syndecan domain,Syndecan,1.2
TRINITY_DN163062_c8_g1_i3.p1,Bacteriophage coat protein B,CoatB,1.6
TRINITY_DN163062_c8_g1_i3.p2,Domain of unknown function (DUF4147),DUF4147,0.031
TRINITY_DN156479_c1_g2_i1.p1,EGF-like domain,EGF_2,0.0026
TRINITY_DN156479_c1_g2_i1.p1,EGF-like domain,EGF_2,0.0026
TRINITY_DN156479_c1_g2_i1.p1,EGF-like domain,EGF_2,0.0026
TRINITY_DN156479_c1_g2_i1.p1,EGF-like domain,EGF,0.0038
TRINITY_DN156479_c1_g2_i1.p1,EGF-like domain,EGF,0.0038
TRINITY_DN164522_c3_g1_i3.p1,chi-Conotoxin or t superfamily,Chi-conotoxin,0.032
TRINITY_DN164522_c3_g1_i3.p1,chi-Conotoxin or t superfamily,Chi-conotoxin,0.032
TRINITY_DN164522_c3_g1_i3.p1,Malonyl-CoA decarboxylase C-terminal domain,MCD,0.054
TRINITY_DN164522_c3_g1_i3.p1,Malonyl-CoA decarboxylase C-terminal domain,MCD,0.054
TRINITY_DN164522_c3_g1_i3.p1,Protein of unknown function (DUF724),DUF724,0.22
TRINITY_DN164522_c3_g1_i3.p1,Extracellular mutant protein 11,ECM11,0.35
TRINITY_DN164522_c3_g1_i3.p1,Extracellular mutant protein 11,ECM11,0.35
TRINITY_DN164543_c3_g2_i1.p1,Metallo-peptidase family M12B Reprolysin-like,Reprolysin_2,3.10E-32
TRINITY_DN164543_c3_g2_i1.p1,Metallo-peptidase family M12,Reprolysin_5,8.40E-26
TRINITY_DN164543_c3_g2_i1.p1,Metallo-peptidase family M12,Reprolysin_5,8.40E-26
TRINITY_DN164543_c3_g2_i1.p1,Metallo-peptidase family M12B Reprolysin-like,Reprolysin_3,2.10E-15
TRINITY_DN164543_c3_g2_i1.p1,Metallo-peptidase family M12B Reprolysin-like,Reprolysin_4,3.40E-13
TRINITY_DN164543_c3_g2_i1.p1,Reprolysin family propeptide,Pep_M12B_propep,3.70E-13
TRINITY_DN164543_c3_g2_i1.p1,Reprolysin family propeptide,Pep_M12B_propep,3.70E-13
TRINITY_DN164543_c3_g2_i1.p1,Reprolysin family propeptide,Pep_M12B_propep,3.70E-13
TRINITY_DN164543_c3_g2_i1.p1,Peptidase M66,Peptidase_M66,0.0092
TRINITY_DN164543_c3_g2_i1.p1,Ctr copper transporter family,Ctr,0.017
TRINITY_DN164543_c3_g2_i1.p1,Ctr copper transporter family,Ctr,0.017
TRINITY_DN164543_c3_g2_i1.p1,Neurotransmitter-gated ion-channel transmembrane region,Neur_chan_memb,0.06
TRINITY_DN164543_c3_g2_i1.p1,Neurotransmitter-gated ion-channel transmembrane region,Neur_chan_memb,0.06
TRINITY_DN164543_c3_g2_i1.p1,Olfactory receptor 4-like,ODR4-like,0.11
TRINITY_DN164543_c3_g2_i1.p1,Uncharacterised protein family (UPF0370),UPF0370,0.49
TRINITY_DN164543_c3_g2_i1.p2,TFIIB zinc-binding,TF_Zn_Ribbon,0.099
TRINITY_DN162087_c0_g2_i1.p1,Mucin-like glycoprotein,Mucin,0.19
TRINITY_DN162087_c0_g2_i1.p1,Mucin-like glycoprotein,Mucin,0.19
TRINITY_DN162087_c0_g2_i1.p1,Special lobe-specific silk protein SSP160,SSP160,2
TRINITY_DN151027_c6_g1_i1.p1,Peptidase family M28,Peptidase_M28,4.20E-14
